"Região Habilitação Atual,""UF Habilitação Atual"",""Sexo"",""Faixa Etária"",""Categoria"",""Qt. Condutor Histórico"""
"Sul,""Paraná"",""Masculino"",""18 a 21"",""E-Condutor Carreta"",""18"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""3.903"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""157.340"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""4.863"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""9.408"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""2.527"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""74.454"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""1.001"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""1.588"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""480"""
"Sul,""Paraná"",""Masculino"",""22 a 25"",""XB-Condutor Ciclomotor/Carro"",""8"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""5.256"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""206.794"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""8.097"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""26.962"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""10.403"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""90.007"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""1.423"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""4.306"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""1.594"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""XB-Condutor Ciclomotor/Carro"",""16"""
"Sul,""Paraná"",""Masculino"",""26 a 30"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""8.662"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""359.310"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""23.251"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""80.023"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""46.750"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""205.757"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""6.826"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""20.622"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""13.177"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""71"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""XC-Condutor Ciclomotor/Caminhão"",""8"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""XD-Condutor Ciclomotor/Ônibus"",""3"""
"Sul,""Paraná"",""Masculino"",""31 a 40"",""XE-Condutor Ciclomotor/Carreta"",""6"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""5.803"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""212.162"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""39.320"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""58.075"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""48.048"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""212.840"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""20.598"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""31.768"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""26.780"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""40"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""XC-Condutor Ciclomotor/Caminhão"",""6"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""XD-Condutor Ciclomotor/Ônibus"",""2"""
"Sul,""Paraná"",""Masculino"",""41 a 50"",""XE-Condutor Ciclomotor/Carreta"",""20"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""3.936"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""137.647"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""55.718"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""31.779"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""31.711"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""180.690"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""41.476"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""27.368"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""23.903"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""X-Condutor Ciclomotor"",""2"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""XB-Condutor Ciclomotor/Carro"",""30"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""XC-Condutor Ciclomotor/Caminhão"",""12"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Sul,""Paraná"",""Masculino"",""51 a 60"",""XE-Condutor Ciclomotor/Carreta"",""6"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""1.164"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""58.501"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""22.474"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""12.005"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""9.024"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""B-Condutor Carro"",""161.879"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""C-Condutor Caminhão"",""47.835"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""D-Condutor Ônibus"",""25.452"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""E-Condutor Carreta"",""18.491"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""X-Condutor Ciclomotor"",""1"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""XB-Condutor Ciclomotor/Carro"",""6"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Sul,""Paraná"",""Masculino"",""61 a 70"",""XE-Condutor Ciclomotor/Carreta"",""2"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""A-Condutor Moto"",""350"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""AB-Condutor Moto/Carro"",""21.314"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""3.773"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""2.837"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""1.007"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""B-Condutor Carro"",""116.350"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""C-Condutor Caminhão"",""19.840"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""D-Condutor Ônibus"",""13.833"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""E-Condutor Carreta"",""4.638"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Sul,""Paraná"",""Masculino"",""71 a 80"",""XE-Condutor Ciclomotor/Carreta"",""1"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""A-Condutor Moto"",""82"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""AB-Condutor Moto/Carro"",""5.106"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""964"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""726"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""71"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""54.248"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""9.869"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""7.109"""
"Sul,""Paraná"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""782"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""A-Condutor Moto"",""8"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""716"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""108"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""AD-Condutor Moto/Ônibus"",""138"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""AE-Condutor Moto/Carreta"",""2"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""14.885"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""1.976"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""1.762"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""E-Condutor Carreta"",""41"""
"Sul,""Paraná"",""Masculino"",""91 a 100"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""A-Condutor Moto"",""1"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""AB-Condutor Moto/Carro"",""48"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""AC-Condutor Moto/Caminhão"",""4"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""AD-Condutor Moto/Ônibus"",""3"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""1.288"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""C-Condutor Caminhão"",""82"""
"Sul,""Paraná"",""Masculino"",""101 a 120"",""D-Condutor Ônibus"",""70"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""959"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""32.308"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""24"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""11"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""AE-Condutor Moto/Carreta"",""1"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""40.945"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""C-Condutor Caminhão"",""11"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""D-Condutor Ônibus"",""6"""
"Sul,""Paraná"",""Feminino"",""18 a 21"",""XB-Condutor Ciclomotor/Carro"",""2"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""3.221"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""73.866"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""72"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""357"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""27"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""91.901"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""C-Condutor Caminhão"",""31"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""137"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""E-Condutor Carreta"",""4"""
"Sul,""Paraná"",""Feminino"",""22 a 25"",""XB-Condutor Ciclomotor/Carro"",""5"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""5.342"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""118.324"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""158"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""1.318"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""152"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""B-Condutor Carro"",""133.623"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""C-Condutor Caminhão"",""71"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""D-Condutor Ônibus"",""485"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""E-Condutor Carreta"",""31"""
"Sul,""Paraná"",""Feminino"",""26 a 30"",""XB-Condutor Ciclomotor/Carro"",""9"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""A-Condutor Moto"",""9.682"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""AB-Condutor Moto/Carro"",""206.037"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""448"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""4.307"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""725"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""B-Condutor Carro"",""337.770"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""C-Condutor Caminhão"",""299"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""D-Condutor Ônibus"",""2.556"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""E-Condutor Carreta"",""210"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""49"""
"Sul,""Paraná"",""Feminino"",""31 a 40"",""XE-Condutor Ciclomotor/Carreta"",""1"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""5.759"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""92.479"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""571"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""2.865"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""585"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""314.630"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""602"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""3.416"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""321"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""38"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""XC-Condutor Ciclomotor/Caminhão"",""1"""
"Sul,""Paraná"",""Feminino"",""41 a 50"",""XE-Condutor Ciclomotor/Carreta"",""4"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""2.228"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""38.684"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""702"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""1.115"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""272"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""231.456"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""1.191"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""2.255"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""228"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""X-Condutor Ciclomotor"",""1"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""XB-Condutor Ciclomotor/Carro"",""6"""
"Sul,""Paraná"",""Feminino"",""51 a 60"",""XE-Condutor Ciclomotor/Carreta"",""3"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""351"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""8.964"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""242"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""171"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""57"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""128.048"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""788"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""759"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""E-Condutor Carreta"",""58"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""XB-Condutor Ciclomotor/Carro"",""3"""
"Sul,""Paraná"",""Feminino"",""61 a 70"",""XE-Condutor Ciclomotor/Carreta"",""1"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""41"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""1.235"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""37"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""21"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""5"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""47.709"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""260"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""126"""
"Sul,""Paraná"",""Feminino"",""71 a 80"",""E-Condutor Carreta"",""13"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""A-Condutor Moto"",""5"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""101"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""7"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""1"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""12.289"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""C-Condutor Caminhão"",""54"""
"Sul,""Paraná"",""Feminino"",""81 a 90"",""D-Condutor Ônibus"",""42"""
"Sul,""Paraná"",""Feminino"",""91 a 100"",""AB-Condutor Moto/Carro"",""7"""
"Sul,""Paraná"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""1.888"""
"Sul,""Paraná"",""Feminino"",""91 a 100"",""C-Condutor Caminhão"",""6"""
"Sul,""Paraná"",""Feminino"",""91 a 100"",""D-Condutor Ônibus"",""5"""
"Sul,""Paraná"",""Feminino"",""101 a 120"",""AB-Condutor Moto/Carro"",""2"""
"Sul,""Paraná"",""Feminino"",""101 a 120"",""B-Condutor Carro"",""84"""
"Sul,""Paraná"",""Feminino"",""101 a 120"",""C-Condutor Caminhão"",""1"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""9.149"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""42.097"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""1.106"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""288"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""AE-Condutor Moto/Carreta"",""40"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""66.577"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""C-Condutor Caminhão"",""728"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""146"""
"Sul,""Rio Grande do Sul"",""Masculino"",""18 a 21"",""E-Condutor Carreta"",""32"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""12.780"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""81.420"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""2.773"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""6.793"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""1.366"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""110.576"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""1.549"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""3.285"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""576"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""X-Condutor Ciclomotor"",""1"""
"Sul,""Rio Grande do Sul"",""Masculino"",""22 a 25"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""13.787"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""132.934"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""5.304"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""21.109"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""6.042"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""131.474"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""2.022"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""7.553"""
"Sul,""Rio Grande do Sul"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""1.798"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""21.025"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""280.515"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""10.139"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""75.489"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""25.795"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""272.771"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""5.593"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""29.941"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""9.876"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""X-Condutor Ciclomotor"",""1"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""2"""
"Sul,""Rio Grande do Sul"",""Masculino"",""31 a 40"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""12.496"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""192.730"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""31.194"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""57.168"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""27.251"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""225.535"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""14.183"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""30.556"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""11.950"""
"Sul,""Rio Grande do Sul"",""Masculino"",""41 a 50"",""X-Condutor Ciclomotor"",""6"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""9.096"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""174.259"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""54.651"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""38.413"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""18.407"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""200.781"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""33.952"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""24.087"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""10.984"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""X-Condutor Ciclomotor"",""7"""
"Sul,""Rio Grande do Sul"",""Masculino"",""51 a 60"",""XB-Condutor Ciclomotor/Carro"",""4"""
"Sul,""Rio Grande do Sul"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""3.049"""
"Sul,""Rio Grande do Sul"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""89.389"""
